File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF631QRY	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR492ZIW	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0002046	thyroid gland	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF035HJW/	1486711	ENCODE Processing Pipeline	099ca73e18bd06acce6862a80a778c37		https://www.encodeproject.org/files/ENCFF631QRY/@@download/ENCFF631QRY.bigBed				released	s3://encode-public/2020/10/10/892d9693-a169-4c07-8d8f-42e80a6c6cd8/ENCFF631QRY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/892d9693-a169-4c07-8d8f-42e80a6c6cd8/ENCFF631QRY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF430NIU	bigWig	bigWig		signal p-value	GRCh38	ENCSR946MNG	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002367	prostate gland	tissue	Homo sapiens										CTCF-human	DNA						2019-09-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF527PLB/, /files/ENCFF835JPE/, /files/ENCFF867XJZ/	1886507606	ENCODE Processing Pipeline	4839f8d0f85dc92ac216a033de7b6795		https://www.encodeproject.org/files/ENCFF430NIU/@@download/ENCFF430NIU.bigWig				released	s3://encode-public/2020/09/24/3c7f9603-45a1-4288-920f-64c01c032cf2/ENCFF430NIU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/3c7f9603-45a1-4288-920f-64c01c032cf2/ENCFF430NIU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF703KDQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR946MNG	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002367	prostate gland	tissue	Homo sapiens										CTCF-human	DNA						2019-09-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF527PLB/, /files/ENCFF835JPE/, /files/ENCFF867XJZ/	493831	ENCODE Processing Pipeline	f3f870375705d30a9ca815b2ef622a29		https://www.encodeproject.org/files/ENCFF703KDQ/@@download/ENCFF703KDQ.bed.gz				released	s3://encode-public/2020/09/24/e56c35ea-7d69-42fb-9903-860a434a4b72/ENCFF703KDQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/e56c35ea-7d69-42fb-9903-860a434a4b72/ENCFF703KDQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF193LJV	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR946MNG	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002367	prostate gland	tissue	Homo sapiens										CTCF-human	DNA						2019-09-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF703KDQ/	902907	ENCODE Processing Pipeline	572a76adf0d1cc7603b12d5906b42df2		https://www.encodeproject.org/files/ENCFF193LJV/@@download/ENCFF193LJV.bigBed				released	s3://encode-public/2020/09/24/b124755b-6ccb-4b01-9898-132f09c2a332/ENCFF193LJV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/b124755b-6ccb-4b01-9898-132f09c2a332/ENCFF193LJV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF028ZPB	bigWig	bigWig		signal p-value	GRCh38	ENCSR692ILH	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF305CPV/, /files/ENCFF656CCY/	1348840356	ENCODE Processing Pipeline	48f6b02fe2ee952b7f4bc6902ced9721		https://www.encodeproject.org/files/ENCFF028ZPB/@@download/ENCFF028ZPB.bigWig				released	s3://encode-public/2020/07/02/2f883c8e-5a96-4cd4-b347-d72cea455718/ENCFF028ZPB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/07/02/2f883c8e-5a96-4cd4-b347-d72cea455718/ENCFF028ZPB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	antibody characterized with exemption		
ENCFF585XAQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR692ILH	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF305CPV/, /files/ENCFF656CCY/, /files/ENCFF356LFX/	359571	ENCODE Processing Pipeline	865debb7d2ae83c03d5e65f2204ee99b		https://www.encodeproject.org/files/ENCFF585XAQ/@@download/ENCFF585XAQ.bed.gz				released	s3://encode-public/2020/07/02/c966763d-86ff-4c9e-a2ee-6be63389bb4a/ENCFF585XAQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/02/c966763d-86ff-4c9e-a2ee-6be63389bb4a/ENCFF585XAQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	antibody characterized with exemption		
ENCFF643KOU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR692ILH	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF585XAQ/	696221	ENCODE Processing Pipeline	4487c736d20eb43b5dbd299dfb659521		https://www.encodeproject.org/files/ENCFF643KOU/@@download/ENCFF643KOU.bigBed				released	s3://encode-public/2020/07/02/2168db25-7fb7-4016-bf95-11ed2043e468/ENCFF643KOU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/02/2168db25-7fb7-4016-bf95-11ed2043e468/ENCFF643KOU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	antibody characterized with exemption		
ENCFF301NJW	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DRU	TF ChIP-seq	/human-donors/ENCDO000ABZ/	EFO:0001162	GM12875	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF582URK/, /files/ENCFF173KAK/, /files/ENCFF090CTW/	403534197	ENCODE Processing Pipeline	35e1886db334d6d9a3442b93d1d340da		https://www.encodeproject.org/files/ENCFF301NJW/@@download/ENCFF301NJW.bigWig				released	s3://encode-public/2020/09/26/aad4f56b-e823-46f7-87a6-c20764dd1f56/ENCFF301NJW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/aad4f56b-e823-46f7-87a6-c20764dd1f56/ENCFF301NJW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, inconsistent platforms, low read length, low read depth, borderline replicate concordance	insufficient read depth	
ENCFF081UCQ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DRU	TF ChIP-seq	/human-donors/ENCDO000ABZ/	EFO:0001162	GM12875	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF456NUW/	1191126	ENCODE Processing Pipeline	45923c8642c9cbadd80439d9ba27eccd		https://www.encodeproject.org/files/ENCFF081UCQ/@@download/ENCFF081UCQ.bigBed				released	s3://encode-public/2020/09/26/d437eb5e-d1c7-47e1-ae10-16932163d895/ENCFF081UCQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/d437eb5e-d1c7-47e1-ae10-16932163d895/ENCFF081UCQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, inconsistent platforms, low read length, low read depth, borderline replicate concordance	insufficient read depth	
ENCFF456NUW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DRU	TF ChIP-seq	/human-donors/ENCDO000ABZ/	EFO:0001162	GM12875	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF582URK/, /files/ENCFF356LFX/, /files/ENCFF173KAK/, /files/ENCFF090CTW/	653077	ENCODE Processing Pipeline	1e678564605233bd347fa240cf6be6a3		https://www.encodeproject.org/files/ENCFF456NUW/@@download/ENCFF456NUW.bed.gz				released	s3://encode-public/2020/09/26/0169a4eb-7e63-4a10-bf34-d15c22ae8eda/ENCFF456NUW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/0169a4eb-7e63-4a10-bf34-d15c22ae8eda/ENCFF456NUW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, inconsistent platforms, low read length, low read depth, borderline replicate concordance	insufficient read depth	
ENCFF992BOY	bigWig	bigWig		signal p-value	GRCh38	ENCSR837OOH	TF ChIP-seq	/human-donors/ENCDO575EGL/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF528ICM/, /files/ENCFF457KUF/	1434960446	ENCODE Processing Pipeline	2630ef0f5aaceb5a4892e7b05a55b5a2		https://www.encodeproject.org/files/ENCFF992BOY/@@download/ENCFF992BOY.bigWig				released	s3://encode-public/2022/06/06/c4c6a483-da0c-4536-bd1a-3abe229a4ba9/ENCFF992BOY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/c4c6a483-da0c-4536-bd1a-3abe229a4ba9/ENCFF992BOY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF652MGY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR837OOH	TF ChIP-seq	/human-donors/ENCDO575EGL/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF528ICM/, /files/ENCFF356LFX/, /files/ENCFF457KUF/	809386	ENCODE Processing Pipeline	10eed105453e8179a94678c0b4f2bbd9		https://www.encodeproject.org/files/ENCFF652MGY/@@download/ENCFF652MGY.bed.gz				released	s3://encode-public/2022/06/06/53616e09-3648-4065-89bd-06a949a75a44/ENCFF652MGY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/53616e09-3648-4065-89bd-06a949a75a44/ENCFF652MGY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF011NDG	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR837OOH	TF ChIP-seq	/human-donors/ENCDO575EGL/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF652MGY/	1331377	ENCODE Processing Pipeline	57005823c7eb20baac0bc0b10b96c6b1		https://www.encodeproject.org/files/ENCFF011NDG/@@download/ENCFF011NDG.bigBed				released	s3://encode-public/2022/06/06/5a0fc557-9802-40b4-9766-44c0bc6161f2/ENCFF011NDG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/5a0fc557-9802-40b4-9766-44c0bc6161f2/ENCFF011NDG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF696PHF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DRP	TF ChIP-seq	/human-donors/ENCDO000ABX/	EFO:0001160	GM12873	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 3	1_1, 3_1							/files/ENCFF958TWY/, /files/ENCFF587FWQ/, /files/ENCFF356LFX/, /files/ENCFF453ZVJ/	875139	ENCODE Processing Pipeline	473c07f8c6f204a56abe34c161fe73b8		https://www.encodeproject.org/files/ENCFF696PHF/@@download/ENCFF696PHF.bed.gz				released	s3://encode-public/2020/09/26/b55119c2-782b-436c-940a-92ff4b41cc5c/ENCFF696PHF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/b55119c2-782b-436c-940a-92ff4b41cc5c/ENCFF696PHF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	missing control alignments
ENCFF711LOS	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DRP	TF ChIP-seq	/human-donors/ENCDO000ABX/	EFO:0001160	GM12873	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 3	1_1, 3_1							/files/ENCFF696PHF/	1508145	ENCODE Processing Pipeline	dfbdfc5b289bf40e9abf871f26b4debc		https://www.encodeproject.org/files/ENCFF711LOS/@@download/ENCFF711LOS.bigBed				released	s3://encode-public/2020/09/26/35602120-5169-44d3-a184-00c04de7a840/ENCFF711LOS.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/35602120-5169-44d3-a184-00c04de7a840/ENCFF711LOS.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	missing control alignments
ENCFF753DQO	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DRP	TF ChIP-seq	/human-donors/ENCDO000ABX/	EFO:0001160	GM12873	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 3	1_1, 3_1							/files/ENCFF958TWY/, /files/ENCFF587FWQ/, /files/ENCFF453ZVJ/	385682428	ENCODE Processing Pipeline	68be6ef09ebf43eb0d1d08e15f5341c4		https://www.encodeproject.org/files/ENCFF753DQO/@@download/ENCFF753DQO.bigWig				released	s3://encode-public/2020/09/26/e446443e-a5a5-44a3-90b3-3e834094ce7f/ENCFF753DQO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/e446443e-a5a5-44a3-90b3-3e834094ce7f/ENCFF753DQO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	missing control alignments
ENCFF696HEK	bigWig	bigWig		signal p-value	GRCh38	ENCSR921ERP	TF ChIP-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF854VRN/, /files/ENCFF703NUI/	844004883	ENCODE Processing Pipeline	306fadfb9114ac11112670b791c48952		https://www.encodeproject.org/files/ENCFF696HEK/@@download/ENCFF696HEK.bigWig				released	s3://encode-public/2022/06/06/bd92f534-bbdd-4155-a669-b35226e00504/ENCFF696HEK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/bd92f534-bbdd-4155-a669-b35226e00504/ENCFF696HEK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption	unreplicated experiment	
ENCFF526MDS	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR921ERP	TF ChIP-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF511NNV/	1224325	ENCODE Processing Pipeline	3552f3168e7755a2a9b3889107a958b9		https://www.encodeproject.org/files/ENCFF526MDS/@@download/ENCFF526MDS.bigBed				released	s3://encode-public/2022/06/06/16bbd3dc-ee14-467d-a0e6-dfae319c21ed/ENCFF526MDS.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/16bbd3dc-ee14-467d-a0e6-dfae319c21ed/ENCFF526MDS.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption	unreplicated experiment	
ENCFF511NNV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR921ERP	TF ChIP-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF854VRN/, /files/ENCFF703NUI/, /files/ENCFF356LFX/	581400	ENCODE Processing Pipeline	26b2276e96393bc27795c7e9cffcdc42		https://www.encodeproject.org/files/ENCFF511NNV/@@download/ENCFF511NNV.bed.gz				released	s3://encode-public/2022/06/06/d6b03042-1bdb-4343-ba4d-04d686e2f300/ENCFF511NNV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/d6b03042-1bdb-4343-ba4d-04d686e2f300/ENCFF511NNV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption	unreplicated experiment	
ENCFF299NLG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR225YGX	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2019-09-12	ENCODE		sonication (generic), none	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF473GYA/, /files/ENCFF690EXZ/, /files/ENCFF078NUJ/, /files/ENCFF860GHC/, /files/ENCFF356LFX/	839655	ENCODE Processing Pipeline	88792fb69f177041e369d13f3af33ab4		https://www.encodeproject.org/files/ENCFF299NLG/@@download/ENCFF299NLG.bed.gz				released	s3://encode-public/2020/09/24/d3a53dd4-1934-4808-a03c-bc043b6daf5f/ENCFF299NLG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/d3a53dd4-1934-4808-a03c-bc043b6daf5f/ENCFF299NLG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, inconsistent platforms		
ENCFF783JJU	bigWig	bigWig		signal p-value	GRCh38	ENCSR225YGX	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2019-09-12	ENCODE		sonication (generic), none	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF690EXZ/, /files/ENCFF078NUJ/, /files/ENCFF860GHC/, /files/ENCFF473GYA/	2016177735	ENCODE Processing Pipeline	14c016d0bb733728d2a25d0faa15c0c4		https://www.encodeproject.org/files/ENCFF783JJU/@@download/ENCFF783JJU.bigWig				released	s3://encode-public/2020/09/24/5c5a88cc-ea54-4080-b6e4-a9c3c7b36ce4/ENCFF783JJU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/5c5a88cc-ea54-4080-b6e4-a9c3c7b36ce4/ENCFF783JJU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, inconsistent platforms		
ENCFF326DUY	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR225YGX	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2019-09-12	ENCODE		sonication (generic), none	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF299NLG/	1548832	ENCODE Processing Pipeline	3af8ae7467fa8746b4965ff297736df2		https://www.encodeproject.org/files/ENCFF326DUY/@@download/ENCFF326DUY.bigBed				released	s3://encode-public/2020/09/24/acd706fc-385f-4d2b-9e64-890e8e78fed2/ENCFF326DUY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/acd706fc-385f-4d2b-9e64-890e8e78fed2/ENCFF326DUY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, inconsistent platforms		
ENCFF042YJV	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AOO	TF ChIP-seq	/human-donors/ENCDO916IIE/	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF450EVR/	1094552	ENCODE Processing Pipeline	d43d7af12c81d44deb3eaff84d75ab80		https://www.encodeproject.org/files/ENCFF042YJV/@@download/ENCFF042YJV.bigBed				released	s3://encode-public/2020/09/26/10e2aa21-fa83-4f5a-b4d1-e6a6dcc5b86b/ENCFF042YJV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/10e2aa21-fa83-4f5a-b4d1-e6a6dcc5b86b/ENCFF042YJV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, inconsistent platforms, low read length, low read depth	insufficient read depth	
ENCFF865XPI	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AOO	TF ChIP-seq	/human-donors/ENCDO916IIE/	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF375WYU/, /files/ENCFF810BGH/, /files/ENCFF167VMP/, /files/ENCFF638VDF/	1291751354	ENCODE Processing Pipeline	056134062423f6b0ecb2eadd217e7066		https://www.encodeproject.org/files/ENCFF865XPI/@@download/ENCFF865XPI.bigWig				released	s3://encode-public/2020/09/26/95176392-455a-4646-b01f-cff8070be2ad/ENCFF865XPI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/95176392-455a-4646-b01f-cff8070be2ad/ENCFF865XPI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, inconsistent platforms, low read length, low read depth	insufficient read depth	
ENCFF450EVR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AOO	TF ChIP-seq	/human-donors/ENCDO916IIE/	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF810BGH/, /files/ENCFF375WYU/, /files/ENCFF638VDF/, /files/ENCFF167VMP/	585489	ENCODE Processing Pipeline	45669127179f5ec45dcd50545637c815		https://www.encodeproject.org/files/ENCFF450EVR/@@download/ENCFF450EVR.bed.gz				released	s3://encode-public/2020/09/26/3537f983-1c4b-407c-9410-60b921ddb25f/ENCFF450EVR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/3537f983-1c4b-407c-9410-60b921ddb25f/ENCFF450EVR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, inconsistent platforms, low read length, low read depth	insufficient read depth	
ENCFF723SKU	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR265ARE	TF ChIP-seq	/human-donors/ENCDO119FJJ/	EFO:0007752	VCaP	cell line	Homo sapiens										CTCF-human	DNA						2017-07-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF750IHA/, /files/ENCFF464BUQ/, /files/ENCFF403NQD/, /files/ENCFF356LFX/, /files/ENCFF005YDN/	1519450	ENCODE Processing Pipeline	fa0336458100364276183eadb1f73ad3		https://www.encodeproject.org/files/ENCFF723SKU/@@download/ENCFF723SKU.bed.gz				released	s3://encode-public/2020/09/01/f6faf0ee-ae10-47b7-9a0b-ad5af545fae6/ENCFF723SKU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/f6faf0ee-ae10-47b7-9a0b-ad5af545fae6/ENCFF723SKU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
